id,carat,cut,color,clarity,depth,table,x,y,z,price
30686,0.75,Premium,F,SI2,59.8,60.0,5.96,5.92,3.55,1881
30687,0.78,Ideal,H,SI1,61.2,56.0,5.92,5.99,3.64,2781
30688,0.52,Good,E,VS2,63.4,57.0,5.12,5.16,3.26,1576
30689,1.16,Ideal,H,SI2,62.2,55.7,6.68,6.74,4.18,5260
30690,0.7,Ideal,G,SI1,60.7,55.0,5.76,5.8,3.51,2744
30691,0.43,Ideal,H,VS2,62.3,54.0,4.85,4.88,3.03,778
30692,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.04,3.22,1793
30693,0.42,Ideal,E,VS2,61.8,57.0,4.81,4.77,2.96,1024
30694,0.43,Good,D,SI2,63.3,57.0,4.79,4.82,3.04,669
30695,1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,3749
30696,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2079
30697,0.3,Ideal,D,VS2,60.8,57.0,4.31,4.34,2.63,710
30698,1.5,Premium,D,SI1,61.6,59.0,7.4,7.3,4.53,13445
30699,0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,818
30700,0.9,Good,D,SI1,63.8,57.0,6.12,6.07,3.89,4178
30701,0.41,Ideal,E,VS1,61.2,56.0,4.82,4.89,2.97,1144
30702,0.54,Ideal,H,VS1,61.0,56.0,5.25,5.27,3.21,1560
30703,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3640
30704,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,5671
30705,0.38,Ideal,E,SI2,62.1,54.1,4.64,4.69,2.9,628
30706,0.89,Ideal,F,SI1,62.1,55.0,6.15,6.18,3.83,4127
30707,1.26,Premium,E,SI2,60.3,60.0,7.0,6.94,4.2,5058
30708,0.42,Premium,G,IF,60.2,59.0,4.8,4.87,2.91,1400
30709,0.3,Ideal,D,VVS2,61.7,55.0,4.33,4.36,2.68,814
30710,0.75,Very Good,F,SI1,62.1,57.0,5.82,5.88,3.63,2500
30711,0.3,Ideal,D,VS2,62.5,57.0,4.29,4.25,2.67,911
30712,0.27,Ideal,G,VVS2,60.8,57.0,4.18,4.2,2.54,566
30713,1.02,Ideal,H,SI1,61.8,57.0,6.48,6.41,3.98,4558
30714,1.63,Premium,I,VS1,60.9,58.0,7.63,7.58,4.63,8900
30715,0.5,Fair,G,VS2,65.1,56.0,5.02,4.99,3.26,1238
30716,1.05,Premium,G,SI2,61.8,60.0,6.49,6.46,4.0,4198
30717,0.7,Ideal,F,SI1,62.1,56.0,5.67,5.65,3.51,2596
30718,1.5,Very Good,I,VS2,58.2,60.0,7.5,7.58,4.39,9118
30719,0.43,Good,E,VS1,59.9,61.0,4.89,4.93,2.94,970
30720,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
30721,0.34,Ideal,G,VS2,61.3,55.0,4.49,4.51,2.76,596
30722,0.7,Very Good,G,VS1,62.5,58.0,5.63,5.69,3.54,2437
30723,2.01,Premium,H,SI1,61.5,53.0,8.13,8.03,4.97,16733
30724,0.52,Ideal,E,VS1,61.3,56.0,5.18,5.22,3.19,1726
30725,0.4,Ideal,E,VS1,62.0,54.0,4.77,4.74,2.95,1125
30726,1.5,Ideal,I,VS1,61.3,57.0,7.35,7.32,4.5,10080
30727,0.71,Ideal,G,VS2,62.5,57.0,5.72,5.68,3.56,2511
30728,1.5,Premium,F,SI1,62.9,59.0,7.34,7.29,4.6,11878
30729,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122
30730,0.3,Ideal,F,VS2,61.9,55.0,4.32,4.31,2.67,776
30731,0.31,Premium,E,VS1,61.0,58.0,4.39,4.37,2.67,942
30732,0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250
30733,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22,6947
30734,0.53,Ideal,D,VVS1,61.6,55.0,5.21,5.27,3.23,3097
30735,0.56,Very Good,D,SI1,62.5,58.0,5.23,5.27,3.28,1578
30736,0.48,Ideal,F,SI2,61.0,57.0,5.05,5.08,3.09,918
30737,0.51,Very Good,E,VS2,60.5,56.0,5.18,5.24,3.15,1656
30738,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,924
30739,1.31,Ideal,I,SI2,63.6,55.0,6.98,6.92,4.42,5546
30740,0.54,Good,H,SI1,63.3,57.0,5.15,5.22,3.28,1154
30741,0.33,Premium,H,IF,61.8,60.0,4.4,4.44,2.73,868
30742,1.01,Premium,F,VS2,60.9,58.0,6.47,6.41,3.92,6446
30743,1.51,Very Good,G,SI2,62.4,56.0,7.25,7.29,4.54,9069
30744,0.4,Premium,J,IF,62.2,61.0,4.71,4.68,2.92,1063
30745,1.01,Very Good,E,VS2,60.9,57.0,6.41,6.47,3.92,6399
30746,1.06,Premium,F,SI1,61.0,58.0,6.65,6.6,4.04,5236
30747,0.5,Good,D,SI1,63.7,56.0,5.05,5.09,3.23,1436
30748,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,3768
30749,0.41,Ideal,G,IF,62.0,55.0,4.8,4.81,2.98,1425
30750,0.51,Premium,F,SI1,61.3,59.0,5.19,5.15,3.17,1421
30751,0.33,Premium,G,VVS1,60.4,59.0,4.47,4.44,2.69,1114
30752,1.41,Premium,E,VS2,62.7,56.0,7.18,7.1,4.48,11644
30753,0.36,Very Good,F,VS1,59.9,58.6,4.62,4.66,2.77,825
30754,0.4,Premium,D,VVS2,60.7,60.0,4.74,4.78,2.89,1263
30755,1.15,Premium,G,SI1,62.0,58.0,6.77,6.68,4.17,4863
30756,0.44,Ideal,F,VVS1,61.5,57.0,4.9,4.86,3.0,1319
30757,0.41,Ideal,D,SI2,62.6,55.0,4.76,4.8,2.99,683
30758,0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98,700
30759,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,3084
30760,0.83,Ideal,E,SI1,62.3,55.0,5.98,6.02,3.74,3837
30761,0.3,Ideal,G,VVS1,60.4,58.0,4.36,4.38,2.64,747
30762,0.23,Very Good,G,VS1,62.2,55.0,3.93,3.95,2.45,391
30763,1.51,Ideal,G,SI2,61.2,56.1,7.39,7.41,4.53,9104
30764,0.55,Ideal,G,VS1,61.0,56.0,5.34,5.32,3.25,1815
30765,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822
30766,0.51,Very Good,E,SI1,60.8,57.0,5.12,5.17,3.13,1363
30767,1.51,Very Good,E,SI1,63.1,56.0,7.24,7.22,4.56,10113
30768,0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729
30769,0.78,Premium,E,VS1,60.9,57.0,5.94,5.88,3.59,3360
30770,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,422
30771,0.92,Very Good,E,SI2,62.1,58.0,6.18,6.22,3.85,4011
30772,0.3,Very Good,H,IF,62.3,56.0,4.3,4.33,2.68,691
30773,0.3,Ideal,I,VVS1,61.3,57.0,4.31,4.34,2.65,552
30774,1.01,Ideal,H,VS1,59.8,59.0,6.52,6.56,3.91,5550
30775,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,6529
30776,1.02,Premium,E,SI2,58.7,59.0,6.61,6.57,3.87,4478
30777,0.32,Premium,H,SI1,62.3,60.0,4.4,4.36,2.73,591
30778,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
30779,1.03,Very Good,D,SI1,63.0,59.0,6.39,6.44,4.04,5551
30780,0.32,Ideal,I,SI1,61.2,56.0,4.4,4.44,2.7,450
30781,1.01,Good,D,SI2,57.6,62.0,6.56,6.66,3.81,4260
30782,2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,17746
30783,1.51,Ideal,F,VS1,62.1,56.0,7.38,7.34,4.57,16520
30784,0.47,Ideal,E,VS2,61.7,56.0,5.01,4.98,3.08,1261
30785,0.35,Very Good,E,VS2,61.9,61.0,4.5,4.54,2.8,716
30786,0.3,Very Good,H,SI1,59.4,63.0,4.4,4.35,2.6,540
30787,0.61,Good,E,SI1,61.3,61.0,5.4,5.44,3.32,1793
30788,0.37,Very Good,G,VS1,63.1,56.0,4.59,4.57,2.89,957
30789,1.03,Premium,H,SI2,62.3,59.0,6.42,6.46,4.01,4078
30790,0.71,Ideal,G,VS2,62.5,56.0,5.67,5.72,3.56,2543
30791,1.51,Ideal,H,SI2,62.3,58.0,7.27,7.33,4.55,7990
30792,0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
30793,2.01,Premium,J,VS2,58.6,61.0,8.18,8.14,4.78,10401
30794,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
30795,1.05,Ideal,G,SI2,62.3,56.0,6.52,6.58,4.08,4561
30796,0.77,Premium,F,SI1,60.0,61.0,5.97,5.93,3.57,2745
30797,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814
30798,0.77,Premium,E,SI1,62.9,59.0,5.84,5.79,3.66,2846
30799,0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,1196
30800,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
30801,1.04,Ideal,J,VVS2,61.1,58.0,6.49,6.57,3.99,5242
30802,1.0,Good,G,VS1,62.4,62.0,6.33,6.37,3.96,6177
30803,0.33,Ideal,F,VVS1,61.9,55.0,4.42,4.44,2.74,955
30804,1.52,Premium,H,SI1,61.0,58.0,7.39,7.44,4.52,9527
30805,0.7,Ideal,F,VVS2,62.0,55.0,5.71,5.67,3.53,3191
30806,0.4,Ideal,E,VS1,62.4,54.0,4.73,4.75,2.96,951
30807,0.38,Ideal,E,SI1,59.4,61.0,4.72,4.74,2.81,660
30808,1.51,Ideal,F,SI1,62.8,57.0,7.28,7.33,4.59,12545
30809,0.79,Ideal,G,VVS2,62.1,56.0,5.89,5.93,3.67,3760
30810,1.06,Ideal,G,VVS2,61.4,56.0,6.56,6.62,4.04,9645
30811,1.04,Premium,F,VS2,61.7,59.0,6.45,6.49,3.99,6782
30812,0.38,Good,E,SI1,62.8,61.0,4.6,4.67,2.91,641
30813,0.32,Premium,D,SI1,60.2,58.0,4.4,4.43,2.66,589
30814,0.5,Premium,F,VVS1,61.1,55.0,5.15,5.13,3.14,2081
30815,0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,2401
30816,1.02,Ideal,E,SI1,61.1,56.0,6.51,6.45,3.96,4675
30817,0.6,Ideal,G,VVS1,62.0,55.5,5.37,5.42,3.35,2524
30818,0.52,Ideal,I,VS1,61.5,56.0,5.19,5.16,3.18,1357
30819,1.02,Very Good,H,SI2,58.3,61.0,6.57,6.63,3.85,4004
30820,1.13,Fair,J,SI1,64.9,55.0,6.49,6.56,4.24,4123
30821,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,6271
30822,1.01,Premium,G,IF,63.0,60.0,6.35,6.31,3.99,8120
30823,0.51,Very Good,E,SI1,62.9,57.0,5.06,5.11,3.2,1304
30824,0.34,Premium,F,VS2,59.8,59.0,4.55,4.51,2.71,854
30825,0.55,Ideal,H,SI2,62.2,54.0,5.28,5.3,3.29,1057
30826,0.4,Very Good,G,VVS1,61.7,58.0,4.69,4.71,2.9,1123
30827,0.5,Premium,E,VS1,60.4,60.0,5.16,5.1,3.1,1801
30828,0.28,Very Good,D,VS1,62.4,56.0,4.15,4.18,2.6,514
30829,1.51,Very Good,E,SI1,61.8,57.0,7.36,7.43,4.57,9474
30830,0.32,Ideal,E,IF,62.3,53.0,4.39,4.41,2.74,1018
30831,0.34,Ideal,D,VS2,61.4,56.0,4.5,4.53,2.77,805
30832,0.82,Premium,J,SI1,61.2,58.0,5.99,6.04,3.68,2168
30833,1.22,Premium,G,VVS2,62.0,58.0,6.9,6.85,4.26,10111
30834,0.35,Ideal,G,IF,61.7,55.0,4.52,4.55,2.8,1001
30835,1.23,Good,I,VS1,63.6,59.0,6.76,6.85,4.33,5834
30836,0.47,Fair,F,SI2,67.6,57.0,4.81,4.72,3.23,719
30837,1.7,Good,H,SI1,64.1,58.0,7.54,7.51,4.83,9158
30838,1.8,Very Good,E,SI1,62.2,57.0,7.81,7.89,4.88,17273
30839,1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,6512
30840,1.3,Premium,F,SI2,61.6,58.0,7.07,6.92,4.33,5788
30841,0.7,Very Good,E,VS2,58.9,60.0,5.83,5.85,3.44,2845
30842,1.04,Premium,G,VS2,60.1,59.0,6.56,6.59,3.95,6589
30843,1.5,Very Good,G,VS1,61.7,63.0,7.31,7.24,4.49,12862
30844,0.7,Premium,I,VS2,61.0,59.0,5.71,5.66,3.47,1814
30845,0.39,Ideal,I,SI1,62.4,54.0,4.67,4.69,2.92,534
30846,0.31,Ideal,H,VVS2,61.5,56.0,4.35,4.37,2.68,625
30847,1.19,Ideal,I,SI1,62.3,55.0,6.8,6.82,4.24,5690
30848,0.54,Ideal,G,VS1,62.1,55.1,5.2,5.23,3.23,1745
30849,1.5,Premium,F,VS2,61.5,58.0,7.34,7.32,4.51,14719
30850,0.32,Premium,E,VS2,61.0,59.0,4.45,4.44,2.71,900
30851,0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23,1388
30852,1.0,Very Good,F,VVS1,61.1,57.0,6.36,6.51,3.93,9870
30853,1.52,Ideal,G,VVS1,61.4,57.0,7.4,7.38,4.54,16492
30854,0.31,Ideal,E,VS1,61.8,55.0,4.36,4.38,2.7,692
30855,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,6474
30856,0.9,Premium,F,SI1,61.2,59.0,6.19,6.16,3.78,4158
30857,1.21,Good,E,SI1,63.6,58.0,6.65,6.77,4.27,6861
30858,1.6,Premium,J,VS1,61.3,59.0,7.49,7.52,4.6,8870
30859,1.01,Ideal,F,VS1,62.2,56.0,6.4,6.46,4.0,9077
30860,0.45,Ideal,D,VS1,62.3,56.0,4.88,4.91,3.05,1330
30861,0.51,Very Good,H,VS1,62.3,57.0,5.1,5.12,3.18,1628
30862,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,3599
30863,0.52,Ideal,G,VVS2,62.1,57.0,5.17,5.13,3.2,2012
30864,0.41,Ideal,G,VS2,62.4,54.0,4.81,4.78,2.99,1061
30865,1.71,Ideal,I,VS2,60.5,56.0,7.73,7.71,4.67,11559
30866,0.39,Very Good,D,VS2,62.2,58.0,4.63,4.69,2.9,702
30867,0.31,Ideal,I,VVS1,62.8,55.0,4.36,4.33,2.73,732
30868,0.72,Ideal,F,SI2,61.7,55.0,5.77,5.81,3.57,2340
30869,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882
30870,0.34,Ideal,J,VVS1,62.1,54.2,4.48,4.51,2.79,504
30871,1.01,Very Good,F,VS2,60.8,58.0,6.44,6.49,3.93,6288
30872,2.01,Ideal,E,SI2,62.2,57.0,8.04,8.09,5.02,17688
30873,1.01,Premium,H,VS1,61.1,58.0,6.48,6.45,3.95,5515
30874,1.33,Premium,E,SI2,62.5,58.0,7.03,6.99,4.38,7090
30875,0.31,Premium,F,VVS1,61.8,59.0,4.35,4.33,2.68,959
30876,0.32,Ideal,F,VS2,62.5,56.0,4.4,4.37,2.74,828
30877,0.9,Good,E,SI1,60.7,63.0,6.07,6.13,3.7,4173
30878,0.41,Ideal,E,VVS2,61.1,56.0,4.85,4.8,2.95,1243
30879,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,1147
30880,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,828
30881,1.08,Premium,G,SI2,60.3,58.0,6.72,6.65,4.03,4442
30882,2.29,Very Good,I,SI1,61.8,59.0,8.44,8.51,5.24,18068
30883,0.32,Very Good,G,SI2,62.3,58.0,4.37,4.42,2.74,421
30884,0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,1870
30885,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74,596
30886,0.9,Fair,D,SI2,64.9,57.0,6.03,5.98,3.9,3473
30887,1.18,Ideal,I,VS1,62.6,55.0,6.79,6.73,4.24,6661
30888,1.5,Premium,H,SI1,58.8,59.0,7.53,7.47,4.41,9697
30889,1.51,Ideal,I,SI1,59.4,61.0,7.52,7.46,4.45,8396
30890,0.36,Ideal,E,VS2,61.5,56.2,4.56,4.6,2.82,801
30891,1.83,Very Good,E,SI2,62.0,57.0,7.81,7.89,4.87,12379
30892,1.59,Premium,J,SI1,62.5,60.0,7.42,7.46,4.65,7695
30893,0.59,Very Good,F,SI1,63.1,57.0,5.39,5.36,3.39,2124
30894,0.27,Very Good,F,VVS2,61.8,57.0,4.15,4.17,2.57,682
30895,0.58,Very Good,F,VS1,61.5,60.0,5.32,5.38,3.29,2001
30896,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5166
30897,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,17433
30898,1.61,Ideal,G,VS1,61.9,55.0,7.58,7.55,4.68,14341
30899,0.42,Ideal,G,VVS1,61.1,56.0,4.82,4.87,2.96,1179
30900,1.01,Fair,D,SI2,64.6,56.0,6.31,6.24,4.05,3003
30901,0.33,Premium,F,VS2,60.0,60.0,4.45,4.49,2.68,577
30902,0.73,Ideal,G,VS2,60.2,55.0,5.85,5.9,3.54,3389
30903,1.09,Ideal,G,VS2,62.2,55.0,6.61,6.65,4.13,7961
30904,0.3,Very Good,G,VS2,60.6,60.0,4.3,4.34,2.62,526
30905,1.83,Premium,I,VS2,60.5,60.0,7.93,7.86,4.78,10043
30906,0.73,Premium,F,I1,59.3,61.0,5.88,5.75,3.46,1207
30907,0.33,Ideal,H,VVS2,61.9,55.0,4.47,4.45,2.76,854
30908,0.56,Premium,J,VS2,60.9,60.0,5.33,5.27,3.23,1232
30909,0.5,Premium,I,SI1,61.7,58.0,5.09,5.15,3.16,965
30910,0.33,Premium,E,SI2,59.7,58.0,4.53,4.48,2.69,594
30911,0.71,Good,I,VS1,63.3,56.0,5.65,5.69,3.59,2306
30912,0.7,Very Good,I,VS1,61.9,58.0,5.7,5.73,3.54,2304
30913,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,5083
30914,1.52,Premium,J,SI1,60.4,59.0,7.44,7.39,4.48,5618
30915,2.31,Very Good,I,SI1,62.5,55.0,8.39,8.44,5.26,17715
30916,0.53,Ideal,E,SI2,61.2,55.0,5.23,5.26,3.21,1229
30917,0.32,Premium,F,VS2,61.7,58.0,4.38,4.41,2.71,645
30918,1.24,Premium,E,SI2,60.5,62.0,6.97,6.89,4.19,4666
30919,1.21,Very Good,E,SI1,62.9,58.0,6.78,6.79,4.27,6324
30920,0.51,Premium,D,SI1,60.3,59.0,5.22,5.2,3.14,1687
30921,1.08,Premium,G,SI2,62.2,56.0,6.62,6.54,4.09,4627
30922,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,886
30923,0.78,Very Good,G,VS2,61.3,60.0,5.89,5.96,3.63,3012
30924,1.52,Fair,H,I1,69.7,55.0,6.92,6.89,4.81,4648
30925,0.51,Ideal,H,VS1,61.2,55.0,5.17,5.19,3.17,1780
30926,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5,7291
30927,0.71,Very Good,F,VS2,63.0,54.0,5.7,5.72,3.6,3323
30928,0.91,Premium,I,VS2,62.7,58.0,6.14,6.18,3.86,3579
30929,1.21,Ideal,F,SI2,61.8,57.0,6.82,6.87,4.23,5996
30930,1.0,Ideal,F,SI1,63.0,56.0,6.41,6.38,4.03,5656
30931,1.0,Good,E,SI2,57.7,65.0,6.55,6.59,3.79,3696
30932,0.32,Premium,E,SI1,62.3,58.0,4.4,4.37,2.73,720
30933,1.63,Good,I,SI1,63.7,58.0,7.4,7.48,4.74,9556
30934,0.32,Ideal,G,VVS2,62.6,57.0,4.38,4.34,2.73,936
30935,0.36,Ideal,I,VS2,61.9,56.0,4.54,4.57,2.82,556
30936,2.02,Very Good,I,SI1,60.4,58.0,8.2,8.16,4.94,17357
30937,1.29,Premium,F,VS1,60.9,58.0,6.97,7.01,4.26,10341
30938,0.33,Ideal,G,VVS1,60.9,57.0,4.49,4.51,2.74,838
30939,0.5,Premium,F,VS1,61.3,59.0,5.15,5.09,3.14,1838
30940,0.31,Very Good,E,SI1,63.4,55.0,4.33,4.31,2.74,698
30941,0.28,Very Good,E,VVS2,59.1,59.0,4.27,4.33,2.54,642
30942,0.32,Ideal,G,VVS1,61.2,55.0,4.41,4.44,2.71,814
30943,0.41,Premium,D,SI1,61.4,58.0,4.76,4.78,2.93,791
30944,1.23,Ideal,F,SI2,62.3,58.0,6.8,6.84,4.25,5894
30945,0.3,Good,J,SI1,63.8,56.0,4.26,4.23,2.71,450
30946,0.52,Ideal,E,VVS2,62.0,54.0,5.16,5.19,3.21,2230
30947,0.31,Very Good,E,SI1,63.5,57.0,4.32,4.28,2.73,698
30948,0.7,Ideal,D,VS2,60.3,60.0,5.71,5.76,3.46,2991
30949,0.71,Premium,F,SI1,60.7,54.0,5.84,5.8,3.53,2809
30950,1.01,Very Good,D,SI2,63.1,54.0,6.39,6.35,4.02,5703
30951,0.41,Ideal,E,VS1,61.4,57.0,4.82,4.79,2.95,1153
30952,0.77,Good,I,VS1,64.1,55.0,5.8,5.86,3.73,2184
30953,0.31,Premium,F,VVS1,59.7,59.0,4.45,4.49,2.67,801
30954,0.38,Very Good,D,VS2,61.0,58.0,4.7,4.75,2.88,847
30955,0.44,Premium,F,VS1,61.9,59.0,4.84,4.88,3.01,1081
30956,0.61,Very Good,E,SI1,62.2,60.0,5.44,5.4,3.37,1983
30957,0.5,Very Good,D,VS2,61.2,55.0,5.07,5.12,3.12,1682
30958,2.06,Premium,I,SI1,60.8,60.0,8.25,8.16,4.99,15716
30959,1.54,Ideal,D,SI1,63.0,54.0,7.33,7.28,4.6,10694
30960,1.01,Ideal,E,SI2,61.1,57.0,6.52,6.48,3.97,4751
30961,0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
30962,1.02,Fair,D,SI1,66.4,60.0,6.29,6.21,4.15,4798
30963,1.55,Ideal,G,VS2,61.6,55.0,7.48,7.45,4.6,14039
30964,0.47,Very Good,E,VS2,62.6,57.0,4.92,4.95,3.09,1320
30965,0.24,Very Good,E,VVS2,63.6,54.0,3.96,4.0,2.53,485
30966,0.52,Premium,D,VS2,61.8,58.0,5.15,5.2,3.2,1774
30967,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56,14105
30968,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2647
30969,1.11,Ideal,I,SI2,61.9,57.0,6.66,6.62,4.11,4457
30970,0.7,Premium,E,VS2,60.9,59.0,5.68,5.71,3.47,2673
30971,0.52,Ideal,G,VVS2,62.4,55.0,5.19,5.17,3.23,2012
30972,1.0,Premium,F,VVS2,59.9,60.0,6.5,6.46,3.88,8602
30973,1.04,Ideal,H,SI1,61.6,55.0,6.51,6.54,4.02,6458
30974,0.51,Ideal,D,SI1,61.8,55.0,5.14,5.18,3.19,1569
30975,0.5,Ideal,F,VVS2,61.6,56.0,5.08,5.11,3.14,2052
30976,0.71,Ideal,F,VS2,61.8,56.2,5.7,5.75,3.53,3123
30977,1.23,Ideal,J,SI2,62.4,58.0,6.79,6.86,4.26,5158
30978,1.02,Very Good,E,VVS1,60.2,60.0,6.39,6.54,3.89,10641
30979,1.0,Very Good,I,VS2,63.2,58.0,6.43,6.32,4.03,3265
30980,1.04,Ideal,F,VS1,63.0,56.0,6.5,6.45,4.08,7338
30981,1.53,Premium,G,VVS1,60.6,58.0,7.49,7.45,4.53,16601
30982,0.73,Ideal,J,VS2,62.0,56.0,5.76,5.79,3.58,2258
30983,0.5,Very Good,G,VS1,61.3,58.0,5.03,5.09,3.1,1592
30984,0.9,Good,F,VS2,63.6,59.0,6.06,6.11,3.87,4309
30985,2.03,Ideal,I,SI1,61.8,57.0,8.07,8.14,5.01,15272
30986,1.1,Ideal,D,VVS2,62.2,57.0,6.58,6.54,4.08,11550
30987,1.0,Fair,E,SI2,65.2,59.0,6.28,6.27,4.09,4516
30988,1.2,Premium,G,VS2,58.2,59.0,7.04,6.95,4.07,7795
30989,0.74,Ideal,H,IF,60.9,57.0,5.83,5.85,3.56,3760
30990,1.26,Very Good,G,SI1,63.0,59.0,6.84,6.88,4.32,6733
30991,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3267
30992,0.54,Ideal,E,VVS2,61.6,56.0,5.25,5.27,3.24,2776
30993,0.3,Very Good,D,SI1,58.8,63.0,4.35,4.32,2.55,614
30994,0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.32,2.68,766
30995,1.27,Premium,G,SI1,61.4,59.0,6.94,6.98,4.27,7005
30996,1.06,Very Good,H,SI2,62.4,54.0,6.5,6.54,4.07,4516
30997,0.4,Ideal,G,IF,61.2,56.0,4.76,4.81,2.93,1229
30998,1.27,Premium,G,VS2,61.0,60.0,6.93,6.97,4.24,8549
30999,0.9,Very Good,G,SI2,59.8,61.0,6.32,6.28,3.77,3842
31000,1.25,Ideal,I,SI2,62.0,57.0,6.85,6.92,4.27,5259
31001,0.55,Ideal,E,VS1,61.2,57.0,5.3,5.28,3.24,2107
31002,0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55,2352
31003,0.53,Very Good,F,VS2,59.2,58.0,5.29,5.31,3.14,1693
31004,0.5,Ideal,H,VS1,61.9,53.0,5.11,5.16,3.18,1370
31005,0.4,Premium,F,VVS2,60.8,59.0,4.72,4.76,2.88,1088
31006,0.5,Ideal,G,VVS2,61.4,57.0,5.13,5.1,3.14,1935
31007,1.21,Ideal,J,VS2,62.5,57.0,6.79,6.74,4.23,5707
31008,0.71,Ideal,E,VS2,61.8,57.0,5.7,5.73,3.53,2630
31009,0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,1698
31010,0.91,Ideal,F,SI2,62.0,56.0,6.2,6.22,3.85,4642
31011,0.36,Good,D,SI1,63.4,57.0,4.55,4.57,2.89,663
31012,1.13,Premium,I,VS2,60.2,61.0,6.74,6.71,4.05,4430
31013,0.91,Premium,E,I1,59.6,59.0,6.32,6.29,3.76,2486
31014,1.0,Good,F,VS2,63.9,62.0,6.26,6.32,4.02,6352
31015,0.75,Very Good,F,SI2,60.5,57.0,5.88,5.95,3.58,2274
31016,0.71,Very Good,G,SI1,63.2,58.0,5.58,5.68,3.56,2137
31017,0.81,Ideal,E,SI2,60.3,57.0,6.07,6.04,3.65,2864
31018,1.01,Ideal,J,SI2,61.6,55.0,6.45,6.5,3.99,3732
31019,1.77,Very Good,D,SI1,59.2,61.0,7.86,7.98,4.69,14561
31020,1.01,Ideal,E,VS1,62.7,55.0,6.4,6.45,4.03,7528
31021,1.0,Premium,F,I1,58.9,60.0,6.6,6.55,3.87,2841
31022,0.35,Ideal,D,SI1,61.6,56.0,4.53,4.49,2.78,827
31023,1.51,Premium,F,VS1,61.7,59.0,7.33,7.29,4.51,15581
31024,0.5,Premium,G,VVS2,61.6,60.0,5.13,5.1,3.15,1935
31025,0.91,Very Good,F,SI2,63.5,56.0,6.16,6.12,3.89,3496
31026,0.24,Very Good,G,VS1,62.4,56.0,3.99,4.03,2.5,391
31027,0.9,Ideal,H,SI2,62.3,57.0,6.16,6.19,3.85,3794
31028,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,522
31029,0.31,Ideal,F,VS2,62.7,57.0,4.34,4.3,2.71,802
31030,0.34,Premium,H,VS2,62.6,60.0,4.42,4.46,2.78,537
